institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Beth Medrash Govoha,-74.2221,40.09568,New Jersey,6655.0,6286.0,369.0,Private not-for-profit,4-year or above
Beth Medrash Meor Yitzchok,-74.060843,41.100906,New York,139.0,139.0,0.0,Private not-for-profit,4-year or above
Beth Medrash of Asbury Park,-74.21081600000002,40.043705,New Jersey,58.0,58.0,0.0,Private not-for-profit,4-year or above
Bethany College,-80.560056,40.205819,West Virginia,581.0,574.0,7.0,Private not-for-profit,4-year or above
Bethany College,-97.67367,38.580598,Kansas,891.0,837.0,54.0,Private not-for-profit,4-year or above
Bethany Global University,-93.371754,44.795501,Minnesota,346.0,310.0,36.0,Private not-for-profit,4-year or above
Bethany Lutheran College,-93.990805,44.166649,Minnesota,739.0,593.0,146.0,Private not-for-profit,4-year or above
Bethel College,-76.409526,37.04127,Virginia,31.0,12.0,19.0,Private not-for-profit,4-year or above
Bethel College-Indiana,-86.194686,41.678399,Indiana,1513.0,1102.0,411.0,Private not-for-profit,4-year or above
Bethel College-North Newton,-97.343256,38.075169,Kansas,444.0,430.0,14.0,Private not-for-profit,4-year or above
Bethel University,-88.516762,36.137848,Tennessee,5407.0,3555.0,1852.0,Private not-for-profit,4-year or above
Bethel University,-93.161663,45.057655,Minnesota,3692.0,2801.0,891.0,Private not-for-profit,4-year or above
Bethesda University,-117.941323,33.842295,California,371.0,254.0,117.0,Private not-for-profit,4-year or above
Bethune-Cookman University,-81.032946,29.207195,Florida,3773.0,3608.0,165.0,Private not-for-profit,4-year or above
Beulah Heights University,-84.35768,33.736993,Georgia,416.0,155.0,261.0,Private not-for-profit,4-year or above
Beverly Hills Design Institute,-118.375621,34.06463,California,9.0,5.0,4.0,Private for-profit,4-year or above
Bevill State Community College,-87.266406,33.836929,Alabama,3745.0,1455.0,2290.0,Public,2-year
Big Bend Community College,-119.325678,47.183651,Washington,2044.0,1456.0,588.0,Public,2-year
Big Sandy Community and Technical College,-82.778847,37.688248,Kentucky,4375.0,1792.0,2583.0,Public,2-year
Binghamton University,-75.966889,42.087868,New York,17768.0,15748.0,2020.0,Public,4-year or above
Biola University,-118.014374,33.906203000000005,California,6109.0,4656.0,1453.0,Private not-for-profit,4-year or above
Birmingham Southern College,-86.85055200000002,33.513774,Alabama,1268.0,1261.0,7.0,Private not-for-profit,4-year or above
Birthingway College of Midwifery,-122.538471,45.476809,Oregon,31.0,10.0,21.0,Private not-for-profit,4-year or above
Bishop State Community College,-88.05698199999998,30.693972,Alabama,2860.0,1425.0,1435.0,Public,2-year
Bismarck State College,-100.816534,46.821459,North Dakota,3778.0,2040.0,1738.0,Public,4-year or above
Black Hawk College,-90.447799,41.477283,Illinois,4333.0,1625.0,2708.0,Public,2-year
Black Hills State University,-103.870966,44.494889,South Dakota,4035.0,2062.0,1973.0,Public,4-year or above
Black River Technical College,-90.951033,36.239793,Arkansas,1582.0,902.0,680.0,Public,2-year
Blackburn College,-89.87024100000002,39.287896,Illinois,566.0,548.0,18.0,Private not-for-profit,4-year or above
Blackfeet Community College,-113.00938700000002,48.551927,Montana,305.0,249.0,56.0,Private not-for-profit,2-year
Blackhawk Technical College,-89.016254,42.593159,Wisconsin,2222.0,820.0,1402.0,Public,2-year
Bladen Community College,-78.73111899999998,34.644690999999995,North Carolina,1017.0,187.0,830.0,Public,2-year
Blessing Rieman College of Nursing and Health Sciences,-91.399045,39.936549,Illinois,211.0,145.0,66.0,Private not-for-profit,4-year or above
Blinn College,-96.40852,30.160457,Texas,21623.0,9431.0,12192.0,Public,2-year
Bloomfield College,-74.19430899999998,40.795105,New Jersey,1685.0,1570.0,115.0,Private not-for-profit,4-year or above
Bloomsburg University of Pennsylvania,-76.44784399999998,41.00782,Pennsylvania,8909.0,7836.0,1073.0,Public,4-year or above
Blue Cliff College-Alexandria,-92.475371,31.276699,Louisiana,459.0,459.0,0.0,Private for-profit,2-year
Blue Cliff College-Metairie,-90.172771,30.002779,Louisiana,861.0,861.0,0.0,Private for-profit,2-year
Blue Mountain College,-89.02924,34.672090000000004,Mississippi,640.0,587.0,53.0,Private not-for-profit,4-year or above
Blue Mountain Community College,-118.816944,45.677313,Oregon,1681.0,853.0,828.0,Public,2-year
Blue Ridge Community and Technical College,-78.001918,39.43529,West Virginia,6273.0,1113.0,5160.0,Public,2-year
Blue Ridge Community College,-82.42554399999999,35.30804000000001,North Carolina,2186.0,625.0,1561.0,Public,2-year
Blue Ridge Community College,-78.937471,38.279075,Virginia,4099.0,1191.0,2908.0,Public,2-year
Bluefield College,-81.24623299999998,37.244557,Virginia,1156.0,1008.0,148.0,Private not-for-profit,4-year or above
Bluefield State College,-81.239037,37.265732,West Virginia,1275.0,985.0,290.0,Public,4-year or above
Bluegrass Community and Technical College,-84.503665,38.024808,Kentucky,9525.0,4271.0,5254.0,Public,2-year
Bluffton University,-83.899439,40.895606,Ohio,770.0,667.0,103.0,Private not-for-profit,4-year or above
Bnos Zion Of Bobov Seminary,-73.991157,40.633353,New York,122.0,122.0,0.0,Private not-for-profit,2-year
Bob Jones University,-82.365838,34.874016,South Carolina,3005.0,2357.0,648.0,Private not-for-profit,4-year or above
Boise Bible College,-116.291321,43.658651,Idaho,110.0,96.0,14.0,Private not-for-profit,4-year or above
Boise State University,-116.203301,43.604284,Idaho,25504.0,13895.0,11609.0,Public,4-year or above
Bolivar Technical College,-93.421572,37.623766,Missouri,120.0,66.0,54.0,Private not-for-profit,2-year
Bon Secours Memorial College of Nursing,-77.43356899999998,37.646698,Virginia,458.0,222.0,236.0,Private not-for-profit,4-year or above
Boricua College,-73.9458,40.833434,New York,731.0,731.0,0.0,Private not-for-profit,4-year or above
Bossier Parish Community College,-93.646881,32.539551,Louisiana,6596.0,3434.0,3162.0,Public,2-year
Boston Architectural College,-71.085786,42.348467,Massachusetts,663.0,580.0,83.0,Private not-for-profit,4-year or above
Boston Baptist College,-71.1103,42.254037,Massachusetts,81.0,45.0,36.0,Private not-for-profit,4-year or above
Boston College,-71.16924200000003,42.336213,Massachusetts,14720.0,13165.0,1555.0,Private not-for-profit,4-year or above
Boston University,-71.10794200000002,42.351118,Massachusetts,34657.0,28287.0,6370.0,Private not-for-profit,4-year or above
Bowdoin College,-69.963942,43.907134,Maine,1828.0,1825.0,3.0,Private not-for-profit,4-year or above
Bowie State University,-76.759721,39.018185,Maryland,6320.0,4884.0,1436.0,Public,4-year or above
Bowling Green State University-Firelands,-82.59415600000001,41.39752100000001,Ohio,1997.0,986.0,1011.0,Public,2-year
Bowling Green State University-Main Campus,-83.640896,41.375513,Ohio,17540.0,14323.0,3217.0,Public,4-year or above
Bradford School,-82.911808,40.023538,Ohio,324.0,324.0,0.0,Private for-profit,2-year
Bradley University,-89.616786,40.696896,Illinois,5882.0,4839.0,1043.0,Private not-for-profit,4-year or above
Brandeis University,-71.26015500000003,42.365727,Massachusetts,5800.0,5267.0,533.0,Private not-for-profit,4-year or above
Brandman University,-117.76901200000002,33.656401,California,8766.0,3245.0,5521.0,Private not-for-profit,4-year or above
Brazosport College,-95.40934,29.048604,Texas,4311.0,825.0,3486.0,Public,4-year or above
Brenau University,-83.821513,34.303117,Georgia,2842.0,1528.0,1314.0,Private not-for-profit,4-year or above
Brescia University,-87.111639,37.769041,Kentucky,1015.0,802.0,213.0,Private not-for-profit,4-year or above
Brevard College,-82.72949399999997,35.236763,North Carolina,702.0,687.0,15.0,Private not-for-profit,4-year or above
Brewton-Parker College,-82.586136,32.185718,Georgia,826.0,454.0,372.0,Private not-for-profit,4-year or above
Briar Cliff University,-96.428444,42.526443,Iowa,1229.0,838.0,391.0,Private not-for-profit,4-year or above
BridgeValley Community & Technical College,-81.6983,38.353846,West Virginia,1689.0,1048.0,641.0,Public,2-year
Bridgewater College,-78.96900699999998,38.378484,Virginia,1857.0,1850.0,7.0,Private not-for-profit,4-year or above
Bridgewater State University,-70.974553,41.98749,Massachusetts,10990.0,8344.0,2646.0,Public,4-year or above
Brigham Young University-Hawaii,-157.926586,21.642074,Hawaii,3176.0,2868.0,308.0,Private not-for-profit,4-year or above
Brigham Young University-Idaho,-111.782431,43.81840800000001,Idaho,42341.0,18335.0,24006.0,Private not-for-profit,4-year or above
Brigham Young University-Provo,-111.649281,40.250851,Utah,34499.0,30162.0,4337.0,Private not-for-profit,4-year or above
Bristol Community College,-71.11913299999998,41.721994,Massachusetts,7214.0,3051.0,4163.0,Public,2-year
Broadview University-West Jordan,-111.942296,40.609883,Utah,69.0,57.0,12.0,Private for-profit,4-year or above
Brookdale Community College,-74.132746,40.324906,New Jersey,11856.0,5535.0,6321.0,Public,2-year
Brookhaven College,-96.850152,32.928231,Texas,13726.0,1795.0,11931.0,Public,2-year
Brookline College-Albuquerque,-106.68749,35.08781,New Mexico,312.0,296.0,16.0,Private for-profit,4-year or above
Brookline College-Phoenix,-112.112473,33.566102,Arizona,1251.0,713.0,538.0,Private for-profit,4-year or above
Brookline College-Tempe,-111.961365,33.4163,Arizona,373.0,220.0,153.0,Private for-profit,2-year
Brookline College-Tucson,-110.876375,32.207932,Arizona,290.0,201.0,89.0,Private for-profit,4-year or above
Broward College,-80.14183,26.119422,Florida,40784.0,11749.0,29035.0,Public,4-year or above
Brown College of Court Reporting,-84.389979,33.784769,Georgia,181.0,36.0,145.0,Private for-profit,2-year
Brown University,-71.40385,41.82617,Rhode Island,10257.0,9648.0,609.0,Private not-for-profit,4-year or above
Brunswick Community College,-78.22979000000002,34.038973,North Carolina,1482.0,553.0,929.0,Public,2-year
Bryan College of Health Sciences,-96.651532,40.796768,Nebraska,716.0,408.0,308.0,Private not-for-profit,4-year or above
Bryan College-Dayton,-84.99955200000002,35.49720900000001,Tennessee,1363.0,705.0,658.0,Private not-for-profit,4-year or above
Bryan University,-93.248107,37.135397,Missouri,194.0,194.0,0.0,Private for-profit,4-year or above
Bryan University,-94.17008,36.334163,Arkansas,56.0,56.0,0.0,Private for-profit,2-year
Bryan University,-111.944197,33.437779,Arizona,1083.0,1083.0,0.0,Private for-profit,4-year or above
Bryant & Stratton College-Akron,-81.65509499999997,41.1282,Ohio,123.0,74.0,49.0,Private for-profit,4-year or above
Bryant & Stratton College-Albany,-73.809977,42.698125,New York,419.0,287.0,132.0,Private for-profit,4-year or above
Bryant & Stratton College-Amherst,-78.742813,43.04079,New York,317.0,176.0,141.0,Private for-profit,4-year or above
Bryant & Stratton College-Bayshore,-87.9154,43.118941,Wisconsin,425.0,252.0,173.0,Private for-profit,4-year or above
Bryant & Stratton College-Buffalo,-78.873296,42.886492,New York,499.0,326.0,173.0,Private for-profit,4-year or above
Bryant & Stratton College-Cleveland,-81.666136,41.50300900000001,Ohio,202.0,108.0,94.0,Private for-profit,4-year or above
Bryant & Stratton College-Greece,-77.69559,43.240547,New York,223.0,156.0,67.0,Private for-profit,4-year or above
Bryant & Stratton College-Hampton,-76.39185,37.044229,Virginia,333.0,176.0,157.0,Private for-profit,4-year or above
Bryant & Stratton College-Henrietta,-77.602378,43.084122,New York,222.0,140.0,82.0,Private for-profit,2-year
Bryant & Stratton College-Online,-78.770363,42.790174,New York,4442.0,2924.0,1518.0,Private for-profit,4-year or above
Bryant & Stratton College-Parma,-81.781757,41.404607,Ohio,309.0,206.0,103.0,Private for-profit,4-year or above
Bryant & Stratton College-Racine,-87.86510600000003,42.717969,Wisconsin,103.0,67.0,36.0,Private for-profit,4-year or above
Bryant & Stratton College-Richmond,-77.543378,37.45955,Virginia,741.0,390.0,351.0,Private for-profit,4-year or above
Bryant & Stratton College-Solon,-81.445939,41.390012,Ohio,182.0,129.0,53.0,Private for-profit,4-year or above
Bryant & Stratton College-Southtowns,-78.768896,42.790162,New York,195.0,115.0,80.0,Private for-profit,4-year or above
Bryant & Stratton College-Syracuse,-76.136679,43.058795,New York,413.0,333.0,80.0,Private for-profit,2-year
Bryant & Stratton College-Syracuse North,-76.240137,43.189703,New York,263.0,173.0,90.0,Private for-profit,4-year or above
Bryant & Stratton College-Virginia Beach,-76.13819000000002,36.827826,Virginia,529.0,382.0,147.0,Private for-profit,4-year or above
Bryant & Stratton College-Wauwatosa,-88.050983,43.043215,Wisconsin,797.0,471.0,326.0,Private for-profit,4-year or above
Bryant University,-71.539547,41.920092,Rhode Island,3788.0,3622.0,166.0,Private not-for-profit,4-year or above
Bryn Athyn College of the New Church,-75.060808,40.134393,Pennsylvania,305.0,292.0,13.0,Private not-for-profit,4-year or above
Bryn Mawr College,-75.313223,40.02736,Pennsylvania,1690.0,1632.0,58.0,Private not-for-profit,4-year or above
Bucknell University,-76.882616,40.954317,Pennsylvania,3668.0,3621.0,47.0,Private not-for-profit,4-year or above
Bucks County Community College,-74.965841,40.239102,Pennsylvania,7761.0,2852.0,4909.0,Public,2-year
Buena Vista University,-95.208529,42.642255,Iowa,1846.0,1405.0,441.0,Private not-for-profit,4-year or above
Bunker Hill Community College,-71.069263,42.374806,Massachusetts,12522.0,4156.0,8366.0,Public,2-year
Butler Community College,-96.882987,37.806699,Kansas,8374.0,3518.0,4856.0,Public,2-year
Butler County Community College,-79.911433,40.829364,Pennsylvania,3305.0,1395.0,1910.0,Public,2-year
Butler University,-86.172167,39.8374,Indiana,5495.0,4955.0,540.0,Private not-for-profit,4-year or above
Butte College,-121.644831,39.649782,California,10872.0,4798.0,6074.0,Public,2-year
Cabarrus College of Health Sciences,-80.600824,35.440038,North Carolina,433.0,179.0,254.0,Private not-for-profit,4-year or above
Cabrillo College,-121.924797,36.989448,California,11321.0,4002.0,7319.0,Public,2-year
Cabrini University,-75.375263,40.056355,Pennsylvania,2285.0,1582.0,703.0,Private not-for-profit,4-year or above
Cairn University-Langhorne,-74.909509,40.165809,Pennsylvania,1143.0,811.0,332.0,Private not-for-profit,4-year or above
Caldwell Community College and Technical Institute,-81.484148,35.85460399999999,North Carolina,3581.0,1284.0,2297.0,Public,2-year
Caldwell University,-74.272571,40.832753,New Jersey,2189.0,1664.0,525.0,Private not-for-profit,4-year or above
California Aeronautical University,-119.049264,35.434905,California,306.0,306.0,0.0,Private for-profit,4-year or above
California Baptist University,-117.425619,33.929321,California,10486.0,8360.0,2126.0,Private not-for-profit,4-year or above
California Career College,-118.601794,34.197565999999995,California,147.0,133.0,14.0,Private for-profit,2-year
California Christian College,-119.711123,36.749366,California,13.0,6.0,7.0,Private not-for-profit,4-year or above
California College of the Arts,-122.399451,37.767485,California,1805.0,1710.0,95.0,Private not-for-profit,4-year or above
California College San Diego,-117.166966,32.835221000000004,California,761.0,761.0,0.0,Private not-for-profit,4-year or above
California College San Diego,-117.160658,33.138303,California,300.0,300.0,0.0,Private not-for-profit,4-year or above
California Institute of Arts & Technology,-117.134199,32.770776,California,530.0,491.0,39.0,Private for-profit,2-year
California Institute of Integral Studies,-122.416102,37.774924,California,1452.0,1128.0,324.0,Private not-for-profit,4-year or above
California Institute of Technology,-118.125878,34.137349,California,2233.0,2233.0,0.0,Private not-for-profit,4-year or above
California Institute of the Arts,-118.566837,34.39327,California,1506.0,1487.0,19.0,Private not-for-profit,4-year or above
California Intercontinental University,-117.850961,33.696413,California,505.0,22.0,483.0,Private for-profit,4-year or above
California Jazz Conservatory,-122.268878,37.871235,California,54.0,31.0,23.0,Private not-for-profit,4-year or above
California Lutheran University,-118.878924,34.224566,California,4383.0,3961.0,422.0,Private not-for-profit,4-year or above
